,idx,smiles
940,26933,Br[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][n:9]1[c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17][c:18](-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]1-[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.CCO[P:35]([O:34][CH2:33][CH3:32])[O:36][CH2:37][CH3:38]>Cc1ccccc1C>O=[P:35]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][n:9]1[c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[n:17][c:18](-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]1-[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)([O:34][CH2:33][CH3:32])[O:36][CH2:37][CH3:38]
941,26956,CN=[C:3]=[S:4].[Cl:9][c:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][n:17][c:18]([CH:19]3[CH2:20][O:21][CH2:22][CH2:23][NH:24]3)[n:25]2)[cH:26]1>ClC(Cl)Cl>CN[C:3](=[S:4])[N:24]1[CH:19]([c:18]2[n:17][n:16][n:15](-[c:14]3[cH:13][cH:12][cH:11][c:10]([Cl:9])[cH:26]3)[n:25]2)[CH2:20][O:21][CH2:22][CH2:23]1
942,26962,O=C=[N:36][CH2:37][c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1.[CH3:6][CH2:7][CH2:8][CH2:9][c:10]1[n:11][c:12]2[c:13]([NH2:14])[n:15][c:16]3[cH:17][cH:18][cH:19][n:20][c:21]3[c:22]2[n:23]1[CH2:24][CH2:25][CH2:26][CH2:27][NH2:28]>C1CCOC1.CO.ClCCl>O=C([NH:28][CH2:27][CH2:26][CH2:25][CH2:24][n:23]1[c:10]([CH2:9][CH2:8][CH2:7][CH3:6])[n:11][c:12]2[c:13]([NH2:14])[n:15][c:16]3[cH:17][cH:18][cH:19][n:20][c:21]3[c:22]21)[NH:36][CH2:37][c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1
943,26971,CN=[C:8]=[S:9].[NH2:10][NH:11][C:12](=[S:13])[NH:14][CH2:15][CH2:16][CH2:17][O:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH2:24][N:25]2[CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]2)[cH:31]1>C1CCOC1>CN[C:8](=[S:9])[NH:10][NH:11][C:12](=[S:13])[NH:14][CH2:15][CH2:16][CH2:17][O:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH2:24][N:25]2[CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]2)[cH:31]1
944,26992,C[Si](C)(C)N=[C:11]=[O:12].[NH2:13][CH2:14][C@H:15]1[CH2:16][N:17]([c:18]2[cH:19][cH:20][c:21]([C:22]3=[N:23][NH:24][C:25](=[O:26])[CH2:27][S:28]3)[c:29]([F:30])[cH:31]2)[C:32](=[O:33])[O:34]1>C1CCOC1>N[C:11](=[O:12])[NH:13][CH2:14][C@H:15]1[CH2:16][N:17]([c:18]2[cH:19][cH:20][c:21]([C:22]3=[N:23][NH:24][C:25](=[O:26])[CH2:27][S:28]3)[c:29]([F:30])[cH:31]2)[C:32](=[O:33])[O:34]1
945,27004,FC(F)=[C:17]([F:18])[F:19].[CH3:6][c:7]1[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]1>CN(C)C=O.[K+].[OH-]>FC(F)([O:11][c:10]1[cH:9][cH:8][c:7]([CH3:6])[cH:13][cH:12]1)[CH:17]([F:18])[F:19]
946,27010,C(C1CCCC1)=[C:8]([c:7]1[cH:6][cH:5][c:4]([N:2]([CH3:1])[CH3:3])[cH:25][cH:24]1)[c:15]1[cH:16][c:17]2[cH:18][cH:19][cH:20][n:21][c:22]2[nH:23]1>CO.[Pd]>C1CCC(C[CH:8]([c:7]2[cH:6][cH:5][c:4]([N:2]([CH3:1])[CH3:3])[cH:25][cH:24]2)[c:15]2[cH:16][c:17]3[cH:18][cH:19][cH:20][n:21][c:22]3[nH:23]2)C1
947,27078,N#C[S-].[CH3:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[cH:13][n:14]1>CC(C)=O.O=C(Cl)c1ccccc1.[K+]>NC(=S)[NH:12][c:11]1[cH:10][cH:9][c:8]([O:7][CH2:6][CH3:5])[n:14][cH:13]1
948,27087,N#[C:7][c:8]1[cH:9][cH:10][cH:11][c:12]2[nH:13][cH:14][cH:15][c:16]12>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>N[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12]2[nH:13][cH:14][cH:15][c:16]12
949,27115,N#[C:7][CH:8]1[CH2:9][CH2:10][C:11]2([CH2:12][CH2:13]1)[O:14][CH2:15][CH2:16][O:17]2>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>N[CH2:7][CH:8]1[CH2:9][CH2:10][C:11]2([CH2:12][CH2:13]1)[O:14][CH2:15][CH2:16][O:17]2
950,27134,O=C=[N:22][C:23](=[O:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:7][C:8]([CH3:9])=[CH:10][c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[c:17]1[C:18]#[N:19]>C1COCCO1>O=C([NH:16][c:15]1[cH:14][cH:13][cH:12][c:11]([CH:10]=[C:8]([CH3:7])[CH3:9])[c:17]1[C:18]#[N:19])[NH:22][C:23](=[O:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1
951,27163,C1CC[CH:2]([NH2:1])CC1.O=C=[N:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[S:17](=[O:18])(=[O:19])[F:20]>[cH:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>O=[C:2]([NH:1][CH:21]1[CH2:22][CH2:23][CH2:24][CH2:25][CH2:26]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[S:17](=[O:18])(=[O:19])[F:20]
952,27175,C(c1ccccc1)=[C:2]1[CH2:3][CH2:4][C:5]2([CH2:6][CH2:7]1)[O:8][CH2:9][CH2:10][O:11]2>O[CH2:19][CH3:18].[H][H].[Pd]>c1c[cH:18][cH:19]cc1C[CH:2]1[CH2:3][CH2:4][C:5]2([CH2:6][CH2:7]1)[O:8][CH2:9][CH2:10][O:11]2
953,27177,CO[CH:3](OC)[c:6]1[cH:7][cH:8][c:9]2[c:10]([n:11]1)[N:12]([C:13](=[O:14])[NH:15][c:16]1[cH:17][n:18][c:19]([C:20]#[N:21])[cH:22][n:23]1)[CH2:24][CH2:25][CH2:26]2>Cl>O=[CH:3][c:6]1[cH:7][cH:8][c:9]2[c:10]([n:11]1)[N:12]([C:13](=[O:14])[NH:15][c:16]1[cH:17][n:18][c:19]([C:20]#[N:21])[cH:22][n:23]1)[CH2:24][CH2:25][CH2:26]2
954,27223,C[Mg+].O=[CH:19][c:18]1[cH:17][c:16]2[cH:15][c:14](-[c:13]3[s:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:25]3)[o:24][c:23]2[cH:22][cH:21]1>C1CCOC1.Cl.[Br-]>C[CH:19](O)[c:18]1[cH:17][c:16]2[cH:15][c:14](-[c:13]3[s:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:25]3)[o:24][c:23]2[cH:22][cH:21]1
955,27251,C[Mg+].O=[CH:28][c:27]1[c:13]([CH2:12][CH3:11])[n:14][c:15](-[c:16]2[cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][cH:25]2)[o:26]1>C1CCOC1.CCOCC.[Br-]>C[CH:28](O)[c:27]1[c:13]([CH2:12][CH3:11])[n:14][c:15](-[c:16]2[cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][cH:25]2)[o:26]1
956,27276,CC(C)(C)OC(=O)N1CCC[C@H]1CC#[C:17][c:16]1[c:15]2[n:11]([CH:12]3[CH2:13][CH2:14]3)[cH:10][c:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[c:38](=[O:39])[c:37]2[cH:36][c:34]([F:35])[c:32]1[F:33]>[CH3:1][CH2:2][OH:3].[Pd]>C[C:2](C)([CH3:1])[O:3]C(=O)N1CCC[C@H]1CC[CH2:17][c:16]1[c:15]2[n:11]([CH:12]3[CH2:13][CH2:14]3)[cH:10][c:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[c:38](=[O:39])[c:37]2[cH:36][c:34]([F:35])[c:32]1[F:33]
957,27291,Brc1c2[c:27]([cH:26][cH:25][cH:24]1)[C:28](=C1CC3CCC(C1)N3)[c:17]1c(c[c:14]([C:12]([N:9]([CH2:8][CH3:7])[CH2:10][CH3:11])=[O:13])[cH:15][cH:16]1)O2.OB(O)[c:50]1[cH:51][cH:52][cH:53][cH:54][cH:55]1>Cl[Pd]Cl.O1[CH2:1][CH2:2][O:3][CH2:4][CH2:5]1.O=C([O-])[O-].O[CH2:38][CH3:37].[Cs+].[Cs+].[Fe+2].c1ccc(P([c-]2cccc2)[c:62]2[cH:61][cH:60][cH:59]c[cH:75]2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>N1[CH:59]2[CH2:38][C:37](=[C:28]3[c:17]4[c:2]([cH:1][c:14]([C:12]([N:9]([CH2:8][CH3:7])[CH2:10][CH3:11])=[O:13])[cH:15][cH:16]4)[O:3][c:4]4[c:5](-[c:50]5[cH:51][cH:52][cH:53][cH:54][cH:55]5)[cH:24][cH:25][cH:26][c:27]43)[CH2:75][CH:62]1[CH2:61][CH2:60]2
958,27296,C[C@H]1CC[C@H](NC(=O)C=[CH:9][c:8]2[cH:7][c:6]([O:5][CH3:4])[c:23]([O:24][CH2:25][C:26](=[O:27])[OH:28])[cH:22][cH:21]2)CC1>CO.[CH4:1].[Pd]>C[C@H]1CC[C@H](NC(=O)[CH2:1][CH2:9][c:8]2[cH:7][c:6]([O:5][CH3:4])[c:23]([O:24][CH2:25][C:26](=[O:27])[OH:28])[cH:22][cH:21]2)CC1
959,27384,C/C(CCCCOC(=O)C(C)(C)C)=[CH:3]\[CH2:4][c:5]1[c:6]([OH:7])[c:8]([Cl:9])[c:10]([CH3:11])[c:12]([CH:13]=[O:14])[c:15]1[OH:16]>[CH3:28][CH2:29][O:30][C:31]([CH3:32])=[O:33]>C[C:32](C)(C)[C:31]([O:30][CH2:29][CH2:28][CH2:6][CH2:5][CH:4]([CH3:3])[CH2:3][CH2:4][c:5]1[c:6]([OH:7])[c:8]([Cl:9])[c:10]([CH3:11])[c:12]([CH:13]=[O:14])[c:15]1[OH:16])=[O:33]
960,27428,S=C=[N:15][C:14](=[O:13])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[N:1]#[C:2][c:3]1[c:4]([NH2:5])[s:6][c:7]2[c:8]1[CH2:9][CH2:10][CH2:11][CH2:12]2>>S=C([NH:5][c:4]1[c:3]([C:2]#[N:1])[c:8]2[c:7]([s:6]1)[CH2:12][CH2:11][CH2:10][CH2:9]2)[NH:15][C:14](=[O:13])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1
961,27503,CCOC(C/N=[CH:10]/[c:11]1[cH:12][cH:13][cH:14][c:15]([OH:16])[c:17]1[OH:18])OCC>[BH4-].[CH3:1][CH2:2][OH:3].[Na+].[OH2:22]>CC[O:22]C(CN[CH2:10][c:11]1[cH:12][cH:13][cH:14][c:15]([OH:16])[c:17]1[OH:18])[O:3][CH2:2][CH3:1]
962,27513,CC(C)=[CH:9][CH2:10][CH2:11][C:12]([CH3:13])=[CH:14][CH2:15][O:16][c:17]1[cH:18][cH:19][c:20]2[c:21]([cH:22]1)[O:23][CH2:24][CH2:25][CH2:26]2.O=[C:2]([CH3:1])[O:4]O>>C[C:2]1([CH3:1])[O:4][CH:9]1[CH2:10][CH2:11][C:12]([CH3:13])=[CH:14][CH2:15][O:16][c:17]1[cH:18][cH:19][c:20]2[c:21]([cH:22]1)[O:23][CH2:24][CH2:25][CH2:26]2
963,27514,CN(C)CCCCC/C=[CH:12]\[c:11]1[cH:10][cH:9][c:8]([C:6]([O:5][CH3:4])=[O:7])[cH:23][cH:22]1>O[CH2:2][CH3:1].[Pd]>CN(C)[CH2:2][CH2:1]CCCC[CH2:12][c:11]1[cH:10][cH:9][c:8]([C:6]([O:5][CH3:4])=[O:7])[cH:23][cH:22]1
964,27520,O=C=[N:13][c:12]1[cH:11][c:10]([N:2]([CH3:1])[CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[n:18][cH:17][cH:16]1.[NH2:19][CH2:20][CH2:21][N:22]1[CH2:23][CH2:24][C:25]([OH:26])([CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[CH2:34][CH2:35]1>>O=C([NH:13][c:12]1[cH:11][c:10]([N:2]([CH3:1])[CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[n:18][cH:17][cH:16]1)[NH:19][CH2:20][CH2:21][N:22]1[CH2:23][CH2:24][C:25]([OH:26])([CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[CH2:34][CH2:35]1
965,27550,Clc1cc(-[c:18]2[c:13]([F:12])[n:14][cH:15][cH:16][cH:17]2)c2c(n1)CCCC2.[OH:88][CH2:89][c:90]1[cH:91][cH:92][cH:93][c:94]([F:95])[n:96]1>ClC(Cl)Cl.O=C(/C=C/c1ccccc1)/C=C/[c:42]1cccc[cH:47]1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[Cs+].[Cs+].[Pd].[Pd]>n1[c:3]2[c:2]([c:1](-[c:18]3[c:13]([F:12])[n:14][cH:15][cH:16][cH:17]3)[cH:42][c:47]1[O:88][CH2:89][c:90]1[cH:91][cH:92][cH:93][c:94]([F:95])[n:96]1)[CH2:7][CH2:6][CH2:5][CH2:4]2
966,27558,N[C@H]1CN2CCC1CC2.O=C(O)[c:64]1[cH:65][n:66][c:67]([S:68][c:69]2[cH:70][cH:71][cH:72][cH:73][cH:74]2)[s:75]1>CN(C(On1nnc2cccnc21)=[N+](C)C)[CH3:10].C[CH:4]([N:3]([CH2:2][CH3:1])[CH:7](C)[CH3:9])[CH3:6].C[N:28](C)[CH:30]=[O:31].Cl.Cl.ClCCl.F[P-](F)(F)(F)(F)F.[O:53]=[C:54]([OH:55])/[CH:56]=[CH:56]/[C:54](=[O:53])[OH:55]>O=[C:7](O)/[CH:9]=[CH:56]/[C:54](=[O:53])[OH:55].[CH2:1]1[CH2:2][N:3]2[CH2:4][CH2:6][CH:10]1[C@@H:9]([NH:28][C:30](=[O:31])[c:64]1[cH:65][n:66][c:67]([S:68][c:69]3[cH:70][cH:71][cH:72][cH:73][cH:74]3)[s:75]1)[CH2:7]2
967,27577,N#[C:21][c:20]1[cH:19][cH:18][cH:17][c:16]([CH2:15][C:13]([O:12][CH2:11][CH3:10])=[O:14])[cH:23]1>C1COCCO1.CCO.Cl.[Pd]>N[CH2:21][c:20]1[cH:19][cH:18][cH:17][c:16]([CH2:15][C:13]([O:12][CH2:11][CH3:10])=[O:14])[cH:23]1
968,27594,CC1(C)OB([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)OC1(C)C.CN1CCC(O[CH:29]2[c:30]3[cH:31][cH:32][cH:33][c:34](Br)[c:36]3[CH2:37][CH2:38][n:39]3[cH:40]c(-c4ccccc4)[n:48][c:49]32)CC1>C1CO[CH2:5][CH2:4]O1.Cl[Pd]Cl.O=C([O-])[O-].[CH3:52][c:53]1[cH:54][cH:55][cH:56][cH:57][cH:58]1.[Fe+2].[K+].[K+].[OH2:62].c1ccc(P(c2c[cH:71][cH:70][cH:87]c2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>CN1[CH2:5][CH2:4][CH:87]([O:62][CH:29]2[c:30]3[cH:31][cH:32][cH:33][c:34]([CH2:52][c:53]4[cH:54][cH:55][cH:56][cH:57][cH:58]4)[c:36]3[CH2:37][CH2:38][n:39]3[cH:40][c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][cH:18]4)[n:48][c:49]32)[CH2:70][CH2:71]1
969,27603,C[S+](C)(C)=O.O=[C:12]([CH2:13][O:14][CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][O:20]1)[c:21]1[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]1>CS(C)=O.[H-].[I-].[Na+].[OH2:10]>C1[O:10][C:12]1([CH2:13][O:14][CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][O:20]1)[c:21]1[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]1
970,27638,O=C=[N:6][CH2:7][CH2:8][O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[OH:17][CH2:18][CH2:19][NH:20][CH2:21][CH2:22][OH:23]>ClCCl>O=C([NH:6][CH2:7][CH2:8][O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[N:20]([CH2:19][CH2:18][OH:17])[CH2:21][CH2:22][OH:23]
971,27664,O=C=[N:27][c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[Cl:34].[NH2:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[C:7](=[O:8])[CH2:9][C:10](=[O:11])[NH:12][c:13]3[c:14]2[cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]32)[cH:23][cH:24]1>>O=C([NH:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[C:7](=[O:8])[CH2:9][C:10](=[O:11])[NH:12][c:13]3[c:14]2[cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]32)[cH:23][cH:24]1)[NH:27][c:28]1[cH:29][cH:30][cH:31][cH:32][c:33]1[Cl:34]
972,27700,S=C=[N:58][C:50](=[O:49])[CH2:51][c:52]1[cH:53][cH:54][cH:55][cH:56][cH:57]1.[CH3:4][N:5]1[CH2:6][CH2:7][N:8]([CH2:9][c:10]2[cH:11][cH:12][c:13](-[c:14]3[cH:15][c:16]4[n:17][cH:18][cH:19][c:20]([O:21][c:22]5[cH:23][cH:24][c:25]([NH2:26])[cH:27][c:28]5[F:29])[c:30]4[s:31]3)[o:32]2)[CH2:33][CH2:34]1>CCO.Cc1ccccc1.Cc1ccccc1>S=C([NH:26][c:25]1[cH:24][cH:23][c:22]([O:21][c:20]2[cH:19][cH:18][n:17][c:16]3[cH:15][c:14](-[c:13]4[cH:12][cH:11][c:10]([CH2:9][N:8]5[CH2:7][CH2:6][N:5]([CH3:4])[CH2:34][CH2:33]5)[o:32]4)[s:31][c:30]32)[c:28]([F:29])[cH:27]1)[NH:58][C:50](=[O:49])[CH2:51][c:52]1[cH:53][cH:54][cH:55][cH:56][cH:57]1
973,27765,N#[C:29][c:28]1[cH:27][cH:26][cH:25][c:24]([CH:12]([c:11]2[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:33][cH:32]2)[NH:13][CH:14]([CH3:15])[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]([F:22])[cH:23]2)[cH:31]1>C1CCOC1.O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[Na+]>N[CH2:29][c:28]1[cH:27][cH:26][cH:25][c:24]([CH:12]([c:11]2[cH:10][cH:9][c:8]([O:7][CH3:6])[cH:33][cH:32]2)[NH:13][CH:14]([CH3:15])[c:16]2[cH:17][cH:18][c:19]([F:20])[c:21]([F:22])[cH:23]2)[cH:31]1
974,27767,Cc1nn(C)cc1CN1C[CH2:17][N:18]([c:19]2[n:20][cH:21][cH:22][n:23][c:24]2Cl)[CH2:26]C1.OB(O)[c:36]1[cH:37][cH:38][c:39]([Cl:40])[cH:41][cH:42]1>O.O=C([O-])[O-].O=[C:2]([CH3:1])[N:4]([CH3:5])[CH3:6].[K+].[K+].[Pd].c1ccc(P(c2ccccc2)c2cc[cH:46][cH:64]c2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>Cn1c[c:1]([CH2:2][N:4]2[CH2:5][CH2:26][N:18]([c:19]3[n:20][cH:21][cH:22][n:23][c:24]3-[c:36]3[cH:37][cH:38][c:39]([Cl:40])[cH:41][cH:42]3)[CH2:17][CH2:6]2)[c:64]([CH3:46])n1
975,27888,O=C=[N:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[F:26].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH2:7])[cH:8][c:9]1-[c:10]1[c:11]([Cl:12])[cH:13][n:14][n:15]1[CH3:16]>>O=C([NH:7][c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[c:9](-[c:10]2[c:11]([Cl:12])[cH:13][n:14][n:15]2[CH3:16])[cH:8]1)[NH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[F:26]
976,27915,O=C=[N:25][c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([C:32]([F:33])([F:34])[F:35])[cH:36]1.[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]([NH2:12])[c:13]2[N+:14](=[O:15])[O-:16])[cH:17][c:18]1[C:19]([F:20])([F:21])[F:22]>>O=C([NH:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][n:10][c:11]([NH2:12])[c:13]2[N+:14](=[O:15])[O-:16])[cH:17][c:18]1[C:19]([F:20])([F:21])[F:22])[NH:25][c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([C:32]([F:33])([F:34])[F:35])[cH:36]1
977,27924,S=C=[N:33][c:32]1[cH:31][cH:30][cH:29][c:28]([CH3:27])[cH:36]1.[CH3:7][O:8][c:9]1[cH:10][cH:11][c:12]([C:13](=[O:14])[NH:15][c:16]2[cH:17][cH:18][c:19]([CH3:20])[c:21]([CH3:22])[cH:23]2)[cH:24][c:25]1[NH2:26]>CCOC(C)=O>S=C([NH:26][c:25]1[c:9]([O:8][CH3:7])[cH:10][cH:11][c:12]([C:13](=[O:14])[NH:15][c:16]2[cH:17][cH:18][c:19]([CH3:20])[c:21]([CH3:22])[cH:23]2)[cH:24]1)[NH:33][c:32]1[cH:31][cH:30][cH:29][c:28]([CH3:27])[cH:36]1
978,27927,S=C=[N:33][c:34]1[cH:35][cH:36][c:37]([Cl:38])[cH:39][cH:40]1.[CH3:6][c:7]1[cH:8][c:9]([CH3:10])[c:11]([CH2:12][O:13][c:14]2[cH:15][cH:16][cH:17][n:18][c:19]2[NH2:20])[c:21]([CH3:22])[cH:23]1>CCOCC.Cc1ccccc1>S=C([NH:20][c:19]1[c:14]([O:13][CH2:12][c:11]2[c:9]([CH3:10])[cH:8][c:7]([CH3:6])[cH:23][c:21]2[CH3:22])[cH:15][cH:16][cH:17][n:18]1)[NH:33][c:34]1[cH:35][cH:36][c:37]([Cl:38])[cH:39][cH:40]1
979,27959,CC1(C)OC(C)(C)C(=[CH:17][c:16]2[c:3]([CH2:2][CH3:1])[cH:4][cH:5][c:6](-[c:7]3[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]3[Cl:14])[cH:15]2)C1=O.OO>[CH3:28][OH:29].[Li+].[OH-:33]>CC1(C)OC(C)(C)[C:28]2(C1=[O:33])[CH:17]([c:16]1[c:3]([CH2:2][CH3:1])[cH:4][cH:5][c:6](-[c:7]3[cH:8][cH:9][c:10]([Cl:11])[cH:12][c:13]3[Cl:14])[cH:15]1)[O:29]2
980,27962,O=C=[N:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[CH3:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([NH:14][CH:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[n:21][cH:22]1>C1CCOC1>O=C([N:18]1[CH2:17][CH2:16][CH:15]([NH:14][c:13]2[cH:12][cH:11][c:10]([C:8]([O:7][CH3:6])=[O:9])[cH:22][n:21]2)[CH2:20][CH2:19]1)[NH:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1
981,28022,FC(F)(F)Oc1cc[c:133]([C:111](=[O:110])[NH:112][C@@H:113]2[CH2:114][CH2:115][N:116]([CH:117]([c:118]3[cH:119][cH:120][c:121](Cl)[cH:123][cH:124]3)[c:125]3[cH:126][cH:127][c:128]([Cl:129])[cH:130][cH:131]3)[CH2:132]2)[cH:134][cH:135]1.[CH3:6][CH2:7][CH2:8][CH2:9][NH:10][CH3:11]>CCOC(C)=O.CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.C[Si](C)(C)[N-][Si](C)(C)C.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[Li+].[Pd].[Pd]>F[C:3](F)(F)[O:4][c:5]1[cH:1][cH:2][c:133]([C:111](=[O:110])[NH:112][C@@H:113]2[CH2:114][CH2:115][N:116]([CH:117]([c:118]3[cH:119][cH:120][c:121]([N:10]([CH2:9][CH2:8][CH2:7][CH3:6])[CH3:11])[cH:123][cH:124]3)[c:125]3[cH:126][cH:127][c:128]([Cl:129])[cH:130][cH:131]3)[CH2:132]2)[cH:134][cH:135]1
982,28045,O=C=[N:38][c:37]1[cH:36][cH:35][c:34]([O:33][CH3:32])[c:42]([O:43][CH3:44])[cH:41]1.[CH3:6][O:7][C:8](=[O:9])[c:10]1[cH:11][c:12]([NH2:13])[cH:14][cH:15][c:16]1[O:17][CH:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][c:30]1[F:31]>C1CCOC1>O=C([NH:13][c:12]1[cH:11][c:10]([C:8]([O:7][CH3:6])=[O:9])[c:16]([O:17][CH:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[F:31])[cH:15][cH:14]1)[NH:38][c:37]1[cH:36][cH:35][c:34]([O:33][CH3:32])[c:42]([O:43][CH3:44])[cH:41]1
983,28096,F[c:50]1cc[c:53]([Br:54])[c:55]([F:56])[c:57]1Br.[O:117]=[C:118]1[CH2:119][CH2:120][CH2:121][NH:122]1>C1CO[CH2:5][CH2:4]O1.CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>F[c:4]1[c:5]([N:122]2[C:118](=[O:117])[CH2:119][CH2:120][CH2:121]2)[cH:50][cH:57][c:55]([F:56])[c:53]1[Br:54]
